,Dominant Topic,Keywords,Number of Documents,(Doc) Percentage
9463,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9464,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9465,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9466,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9467,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9468,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9469,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
9470,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9471,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9472,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9473,29.0,"book, reference, part, include, copy, find, paper, information, call, author",,
9474,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9475,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9476,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9477,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9478,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9479,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9480,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9481,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9482,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9483,10.0,"people, life, man, child, make, love, time, die, live, woman",,
9484,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9485,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9486,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9487,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9488,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9489,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9490,22.0,"word, christian, church, religion, faith, day, sin, people, speak, scripture",,
9491,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9492,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9493,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9494,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9495,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9496,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9497,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
9498,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9499,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9500,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9501,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9502,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9503,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9504,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9505,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9506,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9507,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9508,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9509,21.0,"time, point, find, problem, number, change, give, call, work, start",,
9510,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9511,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9512,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9513,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9514,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9515,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9516,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9517,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9518,2.0,"line, host, organization, write, nntp_posting, reply, article, hear, keyword, news",,
9519,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9520,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9521,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9522,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9523,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9524,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9525,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9526,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9527,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9528,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9529,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9530,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9531,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9532,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9533,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9534,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
9535,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9536,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9537,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9538,0.0,"good, thing, make, bad, lot, pretty, hear, hard, put, guy",,
9539,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9540,7.0,"window, application, set, run, server, display, call, widget, program, client",,
9541,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9542,11.0,"file, line, program, entry, number, build, read, info, follow, return",,
9543,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9544,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9545,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9546,28.0,"people, government, case, make, write, drug, fact, freedom, article, organization",,
9547,10.0,"people, life, man, child, make, love, time, die, live, woman",,
9548,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9549,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9550,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9551,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9552,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9553,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9554,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9555,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9556,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9557,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9558,9.0,"exist, atheist, human, system, moral, people, science, existence, religion, thing",,
9559,17.0,"space, launch, system, satellite, project, earth, mission, technology, orbit, design",,
9560,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9561,4.0,"leave, start, people, happen, time, day, back, home, hear, face",,
9562,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9563,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9564,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9565,19.0,"ax, line, _, part, ad, end, ei, tq, cut, pl_pl",,
9566,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9567,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9568,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9569,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9570,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9571,23.0,"power, ground, wire, current, line, work, light, high, cable, signal",,
9572,8.0,"law, state, people, person, public, vote, government, individual, issue, bill",,
9573,20.0,"armenian, people, turkish, kill, government, history, year, force, muslim, body",,
9574,18.0,"post, mail, send, information, message, list, address, group, internet, network",,
9575,30.0,"line, sell, mail, price, interested, sale, phone, find, offer, call",,
9576,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9577,14.0,"israeli, state, war, attack, give, country, land, jewish, peace, people",,
9578,13.0,"gun, kill, fire, weapon, crime, criminal, firearm, shoot, people, police",,
9579,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9580,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9581,25.0,"image, software, file, program, version, package, support, include, graphic, format",,
9582,26.0,"study, doctor, patient, problem, test, disease, medical, treatment, pain, effect",,
9583,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9584,16.0,"high, water, food, eat, report, increase, time, day, low, make",,
9585,12.0,"car, bike, ride, drive, engine, road, mile, speed, oil, motorcycle",,
9586,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9587,31.0,"write, article, line, read, organization, post, mention, delete, net, wrong",,
9588,5.0,"key, encryption, system, chip, government, bit, security, public, technology, secure",,
9589,15.0,"year, pay, cost, money, buy, make, price, company, market, service",,
9590,1.0,"drive, system, disk, speed, bit, chip, pc, memory, fast, run",,
9591,24.0,"game, team, play, year, player, win, season, fan, run, score",,
9592,6.0,"problem, card, work, driver, window, line, monitor, video, run, color",,
